patient,drug,n_genes_scored,mean_abs_delta,r,r_responder,n_responders,n_plates_even
ACH-000138,Acetazolamide,26489,0.5556,0.1408,0.5163,2416,False
ACH-000138,Acetohexamide,27955,0.4966,0.0974,0.6575,935,True
ACH-000138,Adagrasib,34749,0.3701,0.1159,0.5982,4198,True
ACH-000138,Adenine,28205,0.4908,0.0933,0.7782,1371,True
ACH-000138,Adenosine,28172,0.5022,0.1105,0.828,1244,True
ACH-000138,Afatinib,31937,0.4222,0.0672,0.0399,4336,False
ACH-000138,Aliskiren,28489,0.4855,0.0789,0.816,1069,True
ACH-000138,Allantoin,27498,0.5238,0.1724,0.7028,1943,True
ACH-000138,Allopurinol,27649,0.5446,0.101,0.518,2599,False
ACH-000138,Almonertinib (hydrochloride),27620,0.5087,0.132,0.7119,1517,True
ACH-000138,Almonertinib (mesylate),30054,0.4486,0.0075,0.082,2774,True
ACH-000138,Alpelisib,27037,0.5555,0.1381,0.6341,2528,False
ACH-000138,Altretamine,25190,0.5119,0.0515,0.7688,811,False
ACH-000138,Amsacrine,28729,0.5259,0.1228,0.7644,1521,True
ACH-000138,Anastrozole,27912,0.5144,0.0836,0.7243,1717,False
ACH-000138,Anethole trithione,28506,0.5113,0.122,0.8383,2518,True
ACH-000138,Apalutamide,25293,0.5014,0.0339,0.2307,577,False
ACH-000138,Aprepitant,26790,0.5535,0.1261,0.4612,2938,False
ACH-000138,Arbutin,24912,0.5332,0.1091,0.7503,967,False
ACH-000138,Artemether,27451,0.5522,0.1353,0.5486,1807,False
ACH-000138,Artesunate,28109,0.5022,0.1257,0.7831,2359,True
ACH-000138,Asciminib,26502,0.5601,0.1313,0.3844,3108,False
ACH-000138,Aspirin,27425,0.5338,0.0957,0.7193,1635,False
ACH-000138,Ataluren,27361,0.5215,0.08,0.3727,2142,False
ACH-000138,Atazanavir (sulfate),26486,0.5433,0.1378,0.6397,1827,False
ACH-000138,Auranofin,26466,0.5899,0.145,0.4182,1884,False
ACH-000138,Azithromycin (hydrate),27818,0.5089,0.1294,0.7163,1062,True
ACH-000138,BAY1125976,27066,0.5745,0.0578,0.1151,3877,False
ACH-000138,BI-3406,27574,0.579,0.1579,0.6725,4334,False
ACH-000138,BI-78D3,27065,0.5747,0.1188,0.2504,4604,False
ACH-000138,Baicalin,28278,0.5088,0.1317,0.8165,1259,True
ACH-000138,Balsalazide (sodium hydrate),28500,0.4896,0.0988,0.7845,1078,True
ACH-000138,Belinostat,26667,0.6418,0.1588,0.6187,2234,False
ACH-000138,Belumosudil,29829,0.4672,0.0571,0.1659,2636,True
ACH-000138,Belumosudil (mesylate),27256,0.5424,0.1079,0.4768,2969,False
ACH-000138,Belzutifan,26276,0.8245,0.1313,0.3951,2244,False
ACH-000138,Bendamustine,25092,0.5318,0.0953,0.7836,784,False
ACH-000138,Benproperine (phosphate),25753,0.526,0.0627,0.6582,1187,False
ACH-000138,Bentamapimod,26848,0.546,0.0938,0.2613,3498,False
ACH-000138,Benztropine (mesylate),26934,0.5038,0.0539,0.3606,1834,False
ACH-000138,Berbamine,29394,0.4399,0.0395,0.1994,3701,False
ACH-000138,Berbamine (dihydrochloride),29643,0.4619,0.0512,0.2743,3258,True
ACH-000138,Berberine (chloride hydrate),28159,0.4901,0.0998,0.7891,1145,True
ACH-000138,Bergenin,27855,0.487,0.0894,0.757,1042,True
ACH-000138,Bestatin,25098,0.5105,0.0657,0.6074,532,False
ACH-000138,Bestatin (hydrochloride),26663,0.5417,0.1082,0.5246,2394,False
ACH-000138,Betamethasone dipropionate,24948,0.5626,0.1412,0.7957,1526,False
ACH-000138,Bexarotene,27079,0.5483,0.1114,0.6513,1910,False
ACH-000138,Bicalutamide,27522,0.5243,0.0969,0.6127,1222,False
ACH-000138,Bimatoprost,28275,0.53,0.1335,0.7093,1154,True
ACH-000138,Bimiralisib,27317,0.6095,0.0892,0.2907,5023,False
ACH-000138,Binimetinib,30584,0.5414,0.2053,0.728,6642,True
ACH-000138,Bisoprolol (hemifumarate),24721,0.5654,0.1324,0.6914,1569,False
ACH-000138,Bortezomib,26945,0.8113,0.3517,0.7256,6074,False
ACH-000138,Bosentan (hydrate),24853,0.5454,0.114,0.6277,1199,False
ACH-000138,Brimonidine,26937,0.4966,0.0412,0.1549,1388,False
ACH-000138,Brivudine,27343,0.5813,0.1122,0.4916,3933,False
ACH-000138,Budesonide,27136,0.5877,0.1528,0.6227,3476,False
ACH-000138,Busulfan,27639,0.5066,0.129,0.6227,2293,True
ACH-000138,CP21R7,26669,0.552,0.1276,0.3837,2554,False
ACH-000138,Cabozantinib (S-malate),26905,0.5366,0.1017,0.6329,1924,False
ACH-000138,Canagliflozin,24557,0.5327,0.0892,0.5198,1002,False
ACH-000138,Canagliflozin (hemihydrate),26742,0.5324,0.08,0.334,2163,False
ACH-000138,Capivasertib,27327,0.5117,0.0741,0.4523,1972,False
ACH-000138,Capmatinib,27278,0.5424,0.1042,0.578,2768,False
ACH-000138,Captopril,28495,0.4759,0.1027,0.3501,2658,True
ACH-000138,Carbamazepine,26628,0.5462,0.1249,0.5894,2102,False
ACH-000138,Celecoxib,26677,0.576,0.1448,0.2825,3619,False
ACH-000138,Cepharanthine,27540,0.5424,0.1562,0.782,1605,True
ACH-000138,Chlorhexidine (diacetate),29599,0.4628,0.0765,0.55,2666,False
ACH-000138,Ciclopirox,27528,0.5076,0.1378,0.6732,1088,True
ACH-000138,Cilostazol,25330,0.5536,0.1014,0.6774,1932,False
ACH-000138,Cinacalcet,26735,0.5302,0.1116,0.5443,1829,False
ACH-000138,Citalopram (hydrobromide),27694,0.5461,0.108,0.3986,3025,False
ACH-000138,Clobetasol propionate,26587,0.5873,0.1878,0.6872,3723,False
ACH-000138,Clofarabine,25048,0.5335,0.0901,0.5633,871,False
ACH-000138,Clonidine (hydrochloride),28946,0.4972,0.0931,0.8406,1713,True
ACH-000138,Clopidogrel,26653,0.5331,0.1157,0.5461,2623,False
ACH-000138,Clotrimazole,27981,0.5057,0.1221,0.7475,1153,True
ACH-000138,Cloxacillin (sodium),28259,0.4806,0.0796,0.8203,1247,True
ACH-000138,Cobimetinib,24596,0.5484,0.0881,0.6584,806,False
ACH-000138,Crizotinib (hydrochloride),26960,0.564,0.1358,0.5788,2584,False
ACH-000138,Cyclosporin A,27035,0.5504,0.127,0.6359,2537,False
ACH-000138,Cysteamine (hydrochloride),28063,0.4824,0.0838,0.7803,1013,True
ACH-000138,Cytarabine,30026,0.4695,0.0516,0.2159,2883,True
ACH-000138,Cytarabine (hydrochloride),25627,0.5371,0.0681,0.6346,1169,False
ACH-000138,DT-061,27084,0.5247,0.0828,0.4606,2053,False
ACH-000138,DTP3,27667,1.1689,0.053,0.2095,4100,True
ACH-000138,Dabrafenib,27406,0.5254,0.0642,0.2995,3056,False
ACH-000138,Daidzin,29797,0.4651,0.0512,0.1278,3366,True
ACH-000138,Dapagliflozin,27991,0.5166,0.0933,0.6755,1361,False
ACH-000138,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",24504,0.5521,0.1358,0.5875,1082,False
ACH-000138,Darinaparsin,27942,0.5096,0.132,0.8131,1503,True
ACH-000138,Darolutamide,26966,0.5473,0.1233,0.6144,1992,False
ACH-000138,Decitabine,24725,0.5707,0.145,0.7252,1620,False
ACH-000138,Delamanid,26684,0.5448,0.1289,0.6518,2142,False
ACH-000138,Demeclocycline,27939,0.4879,0.0954,0.722,1074,True
ACH-000138,Dexamethasone,26739,0.5611,0.1438,0.7237,2506,False
ACH-000138,Dexmedetomidine,26129,0.5336,0.0756,0.6472,1070,False
ACH-000138,Diammonium Glycyrrhizinate,27793,0.4922,0.1033,0.5969,1747,True
ACH-000138,Digitoxin,26223,0.6638,0.2204,0.6601,2111,False
ACH-000138,Dihydroartemisinin,26501,0.5277,0.1273,0.6441,1119,False
ACH-000138,Dimethyl fumarate,25416,0.5144,0.0635,0.6644,563,False
ACH-000138,Dinaciclib,24639,1.1862,0.5982,0.8346,6481,False
ACH-000138,Diphenhydramine,25809,0.5423,0.0834,0.6564,1836,False
ACH-000138,Docetaxel,28088,0.6158,0.1808,0.4449,3053,True
ACH-000138,Docetaxel (Trihydrate),25461,0.5439,0.0923,0.7055,494,False
ACH-000138,Dorzolamide (hydrochloride),25174,0.5407,0.1043,0.616,851,False
ACH-000138,Doxorubicin (hydrochloride),25387,0.5614,0.0825,0.4693,1084,False
ACH-000138,Doxycycline (monohydrate),24869,0.528,0.0807,0.6748,797,False
ACH-000138,Drospirenone,26849,0.5479,0.1374,0.6403,2302,False
ACH-000138,ERK5-IN-2,27309,0.5624,0.0398,0.1154,3216,False
ACH-000138,ETC-206,27372,0.5238,0.0988,0.5303,2360,False
ACH-000138,EX229,26807,0.6506,0.2046,0.5586,4847,False
ACH-000138,Econazole,27114,0.5164,0.0573,0.1652,2191,False
ACH-000138,Elagolix sodium,27710,0.5154,0.1426,0.7647,1425,True
ACH-000138,Elimusertib hydrochloride,27211,0.6003,0.1483,0.5432,4146,False
ACH-000138,Encorafenib,26618,1.8928,0.0288,0.0243,10518,False
ACH-000138,Entecavir (monohydrate),25051,0.4877,0.0329,0.4829,322,False
ACH-000138,Entrectinib,27208,0.5567,0.1375,0.635,2137,False
ACH-000138,Epirubicin (hydrochloride),24803,0.5416,0.0667,0.2442,460,False
ACH-000138,Eplerenone,25475,0.5185,0.0621,0.7276,680,False
ACH-000138,Erdafitinib ,26387,1.8482,0.1236,0.0991,10014,False
ACH-000138,Erlotinib,25644,0.53,0.071,0.6701,1211,False
ACH-000138,Erythromycin,27046,0.5308,0.1183,0.489,1140,False
ACH-000138,Esmolol (hydrochloride),27339,0.4986,0.0424,0.2486,1601,False
ACH-000138,Estrone sulfate (potassium),26564,0.5546,0.1372,0.4162,2689,False
ACH-000138,Everolimus,28185,0.5123,0.0677,0.5435,2207,False
ACH-000138,Fedratinib (hydrochloride hydrate),26853,0.5555,0.1305,0.5466,2404,False
ACH-000138,Fenofibrate,25888,0.5287,0.0547,0.7205,1625,False
ACH-000138,Ferulic acid,25275,0.5677,0.1255,0.7375,1404,False
ACH-000138,Filgotinib,27023,0.5116,0.0741,0.5975,1188,False
ACH-000138,Finasteride,25345,0.5255,0.0694,0.6492,826,False
ACH-000138,Fingolimod (hydrochloride),26863,0.5357,0.1117,0.6708,1531,False
ACH-000138,Flumatinib (mesylate),29404,0.4683,0.0569,0.1585,3792,True
ACH-000138,Flutamide,26556,0.5214,0.0836,0.451,1659,False
ACH-000138,Fluvoxamine,25424,0.5556,0.1125,0.796,1197,False
ACH-000138,Fluvoxamine (maleate),27696,0.5126,0.1345,0.8527,1147,True
ACH-000138,Folic acid,28311,0.4843,0.079,0.8063,1188,True
ACH-000138,Fulvestrant,26880,0.5308,0.0983,0.4745,1817,False
ACH-000138,Fumaric acid,29962,0.4751,0.0289,0.2141,3479,True
ACH-000138,Furosemide,27732,0.4814,0.0997,0.7987,976,True
ACH-000138,Fusidic acid,28183,0.489,0.0965,0.7978,1230,True
ACH-000138,Futibatinib,26829,0.5605,0.1433,0.4608,3533,False
ACH-000138,GSK1059615,27191,0.6219,0.1065,0.2944,5249,False
ACH-000138,Gallic acid,28046,0.4827,0.0948,0.7828,1519,True
ACH-000138,Gallic acid (hydrate),27784,0.5091,0.1064,0.6053,1795,True
ACH-000138,Gefitinib,27561,0.495,0.039,0.4874,1010,False
ACH-000138,Gemcitabine,28346,0.5454,0.0866,0.5834,3754,False
ACH-000138,Gemfibrozil,27868,0.4923,0.1154,0.7314,1333,True
ACH-000138,Glycyrrhizic acid,24328,0.5453,0.1192,0.5847,1017,False
ACH-000138,Goserelin (acetate),28663,0.4906,0.0905,0.788,2099,True
ACH-000138,HI-TOPK-032,27183,0.6115,0.1605,0.4742,4638,False
ACH-000138,Harringtonine,24631,0.6293,0.0894,0.4297,1173,False
ACH-000138,Hesperidin,25111,0.5377,0.0844,0.5384,1289,False
ACH-000138,Hexylresorcinol,28948,0.4964,0.0967,0.7159,1686,True
ACH-000138,Homoharringtonine,28914,0.9877,0.556,0.8763,9987,True
ACH-000138,Hydroxyfasudil,27289,0.9224,0.1689,0.4953,4459,True
ACH-000138,Hydroxyurea,24487,0.5223,0.0852,0.4538,642,False
ACH-000138,IQ 1,26605,0.5666,0.15,0.3983,2995,False
ACH-000138,Idarubicin (hydrochloride),29929,0.9419,0.4919,0.845,8439,True
ACH-000138,Idoxuridine,26463,0.5467,0.1321,0.5287,2362,False
ACH-000138,Imiquimod (hydrochloride),26627,0.552,0.1411,0.5971,2219,False
ACH-000138,Imiquimod (maleate),24656,0.5227,0.0903,0.4439,693,False
ACH-000138,Indacaterol (maleate),27066,0.5519,0.1286,0.5568,2512,False
ACH-000138,Infigratinib,27342,0.5455,0.123,0.6092,2517,False
ACH-000138,Ipatasertib,26852,0.592,0.0747,0.071,4404,False
ACH-000138,Irinotecan,28106,0.5442,0.115,0.6386,2810,False
ACH-000138,Irinotecan (hydrochloride),29523,0.4576,0.0243,-0.0603,5164,True
ACH-000138,Isocorydine,28166,0.4888,0.085,0.7174,1132,True
ACH-000138,Ivermectin,26858,0.5278,0.1022,0.5908,1454,False
ACH-000138,Ixazomib,27244,0.5523,0.115,0.5713,2219,False
ACH-000138,Ixazomib citrate,26913,0.6952,0.2091,0.677,2340,False
ACH-000138,L-Eflornithine (monohydrochloride),26514,0.532,0.1111,0.4354,2171,False
ACH-000138,L-Thyroxine (sodium salt pentahydrate),27247,0.7712,0.1221,0.2805,1108,True
ACH-000138,LB-100,27557,0.514,0.0694,0.4455,2144,False
ACH-000138,LJI308,26480,0.5905,0.196,0.3831,3149,False
ACH-000138,LY-2584702 (tosylate salt),26181,0.663,0.2726,0.4921,3528,False
ACH-000138,LY2090314,27599,0.5064,0.0651,0.4659,1667,False
ACH-000138,Lactate (calcium),27334,0.5389,0.0923,0.472,2593,False
ACH-000138,Lapatinib ditosylate,27635,0.5164,0.0782,0.4453,2354,False
ACH-000138,Larotrectinib,28275,0.5424,0.1402,0.6284,1981,True
ACH-000138,Lenalidomide (hemihydrate),27374,0.4957,0.1345,0.6817,786,True
ACH-000138,Levobupivacaine (hydrochloride),25937,0.5253,0.076,0.7279,1078,False
ACH-000138,Lidocaine (hydrochloride),27034,0.5706,0.2402,0.6155,1560,True
ACH-000138,Ligustrazine,25334,0.5324,0.0955,0.7499,696,False
ACH-000138,Lipoic acid,28304,0.471,0.0634,0.7576,1057,True
ACH-000138,Lonafarnib,27359,0.5401,0.0709,0.4764,2399,False
ACH-000138,Loperamide (hydrochloride),26551,0.5467,0.1213,0.5083,2214,False
ACH-000138,Lopinavir,26917,0.5573,0.1394,0.6567,2512,False
ACH-000138,Lucanthone,27148,0.5403,0.0819,0.6622,2633,False
ACH-000138,Lumateperone (tosylate),28155,0.4804,0.0795,0.8504,917,True
ACH-000138,MK-3903,26862,0.584,0.162,0.3668,3462,False
ACH-000138,MK-8353,26875,0.534,0.1215,0.5324,2541,False
ACH-000138,ML264,27184,0.5342,0.0811,0.2607,3424,False
ACH-000138,Macitentan,25729,0.5074,0.0437,0.6817,471,False
ACH-000138,Malotilate,28396,0.5135,0.153,0.4653,3730,True
ACH-000138,Mebendazole,25139,0.5628,0.1182,0.6739,1020,False
ACH-000138,Medroxyprogesterone acetate,27447,0.5087,0.1386,0.7382,1314,True
ACH-000138,Megestrol,28353,0.491,0.074,0.406,2308,True
ACH-000138,Meloxicam,26723,0.5331,0.1227,0.558,2087,False
ACH-000138,Menadione,24447,0.5398,0.1275,0.5943,809,False
ACH-000138,Methotrexate,26357,0.5356,0.1198,0.5415,1484,False
ACH-000138,Methyl aminolevulinate (hydrochloride),27181,0.5312,0.0763,0.5168,2211,False
ACH-000138,Methylprednisolone succinate,27478,1.1239,0.205,0.5853,4811,True
ACH-000138,Methylthiouracil,27647,0.4956,0.0547,0.5736,1257,False
ACH-000138,Mifepristone,24973,0.5266,0.0842,0.6735,819,False
ACH-000138,Minodronic acid,27681,0.5294,0.1036,0.7178,2393,False
ACH-000138,Mitoxantrone (dihydrochloride),28168,0.576,0.1414,0.6781,1861,True
ACH-000138,Monocrotaline,24440,0.5196,0.0875,0.4721,760,False
ACH-000138,Mozavaptan,24812,0.5391,0.1107,0.6727,927,False
ACH-000138,NG25,26876,0.5644,0.1543,0.5756,1913,False
ACH-000138,NVP-BHG712,27007,0.5807,0.105,0.2811,3479,False
ACH-000138,Nafamostat (mesylate),26846,0.5485,0.1231,0.4999,1869,False
ACH-000138,Naproxen,29378,0.4537,0.0416,0.001,1992,True
ACH-000138,Neratinib,26506,0.5278,0.0968,0.3971,1833,False
ACH-000138,Neratinib (maleate),28017,0.5301,0.1448,0.8301,1415,True
ACH-000138,Nevirapine,25314,0.52,0.0726,0.7122,719,False
ACH-000138,Niclosamide (olamine),26316,0.5752,0.088,0.7086,700,False
ACH-000138,Norepinephrine (hydrochloride),27689,0.4978,0.1232,0.6878,1107,True
ACH-000138,OTS514,26547,0.5399,0.1233,0.3925,2210,False
ACH-000138,Olanzapine,28202,0.5124,0.1264,0.8318,1330,True
ACH-000138,Oleic acid,27544,0.5357,0.1176,0.5725,2495,False
ACH-000138,Omeprazole,27342,0.5104,0.0709,0.7323,1152,False
ACH-000138,Omeprazole (sodium),27483,0.5231,0.0957,0.4751,1669,False
ACH-000138,Orlistat,24517,0.5334,0.0962,0.6919,898,False
ACH-000138,Osimertinib (mesylate),26673,0.5416,0.1269,0.6012,1962,False
ACH-000138,Ouabain (Octahydrate),27288,0.6658,0.188,0.6749,2817,False
ACH-000138,Oxaliplatin,27702,0.5524,0.1386,0.6519,3293,False
ACH-000138,Oxaprozin,26388,0.5822,0.1893,0.4485,2168,False
ACH-000138,PF-06260933,23626,0.5915,0.055,0.1919,3776,False
ACH-000138,PH-797804,26597,0.577,0.0784,-0.0144,3704,False
ACH-000138,Paclitaxel,28440,0.5311,0.0558,0.4367,3302,False
ACH-000138,Palmatine (chloride),27871,0.4973,0.1004,0.534,2360,True
ACH-000138,Panobinostat,28311,0.8721,0.3895,0.8288,7031,False
ACH-000138,Pasireotide (acetate),28638,0.5092,0.1106,0.6742,2542,True
ACH-000138,Pemetrexed,25351,0.5537,0.1034,0.7906,1091,False
ACH-000138,Pemigatinib,26210,1.0153,0.2054,0.2336,727,False
ACH-000138,Penfluridol,25539,0.5436,0.0921,0.7374,747,False
ACH-000138,Pentagastrin,28245,0.4913,0.0963,0.7951,1177,True
ACH-000138,Pentamidine (isethionate),29243,0.4889,0.1456,0.5578,2073,False
ACH-000138,Pentoxifylline,26386,0.5637,0.1262,0.5615,2711,False
ACH-000138,Peretinoin,25947,0.591,0.0868,0.7009,1235,False
ACH-000138,Perindopril (erbumine),27811,0.4862,0.0385,0.6786,785,False
ACH-000138,Pexidartinib (hydrochloride),25528,0.5276,0.0602,0.642,1247,False
ACH-000138,Phenylephrine (hydrochloride),26662,0.5312,0.0823,0.401,2360,False
ACH-000138,Phenytoin (sodium),25267,0.5422,0.1014,0.6947,1117,False
ACH-000138,Pimitespib,26817,0.5518,0.1305,0.483,2902,False
ACH-000138,Pimozide,25874,0.5609,0.176,0.3342,1655,False
ACH-000138,Pioglitazone,26844,0.5399,0.1092,0.7253,2051,False
ACH-000138,Piroxicam,27152,0.5542,0.1059,0.5565,2983,False
ACH-000138,Pitavastatin (Calcium),24801,0.5639,0.1197,0.696,1123,False
ACH-000138,Ponatinib,27486,0.546,0.0837,0.611,1786,False
ACH-000138,Posaconazole,25325,0.5099,0.0589,0.7241,649,False
ACH-000138,Pralsetinib,28476,0.5319,0.1273,0.4869,3176,True
ACH-000138,Pravastatin (sodium),29250,0.4559,0.0255,0.0832,3205,True
ACH-000138,Procainamide (hydrochloride),25036,0.518,0.0618,0.6237,756,False
ACH-000138,Proglumide,26574,0.5209,0.1002,0.6198,855,False
ACH-000138,Pyridoxine,27526,0.5047,0.1157,0.6912,1379,True
ACH-000138,Pyridoxine (hydrochloride),28580,0.5167,0.1227,0.7709,3157,True
ACH-000138,Quinestrol,28528,0.4894,0.1092,0.8452,1377,True
ACH-000138,Quinidine (15% dihydroquinidine),25917,0.5155,0.0486,0.6363,855,False
ACH-000138,RMC-6236,27898,0.5682,0.1192,0.5751,4169,False
ACH-000138,Radotinib,27796,0.5094,0.1025,0.7427,1826,True
ACH-000138,Ralimetinib dimesylate,27554,1.1847,0.1855,0.5446,4529,True
ACH-000138,Raltitrexed,28405,0.5042,0.1169,0.8331,1153,True
ACH-000138,Ranolazine,26340,0.5015,0.0911,0.4425,1112,False
ACH-000138,Rapamycin,27859,0.5324,0.1485,0.795,1736,True
ACH-000138,Regorafenib,28954,0.4587,0.069,0.0898,4160,True
ACH-000138,Relugolix,28405,0.472,0.0634,0.805,1107,True
ACH-000138,Resveratrol,27512,0.5099,0.1411,0.6574,1505,True
ACH-000138,Retinoic acid,28516,0.5034,0.0897,0.6692,3771,True
ACH-000138,Rifaximin,25218,0.5022,0.0455,0.7502,385,False
ACH-000138,Riluzole hydrochloride,28555,0.5284,0.1392,0.7527,2555,True
ACH-000138,Rimonabant,28231,0.4934,0.1056,0.8319,1279,True
ACH-000138,Ritonavir,27694,0.4989,0.1097,0.7296,1063,True
ACH-000138,Ropivacaine (hydrochloride monohydrate),27652,0.5063,0.116,0.8167,1559,True
ACH-000138,Rosiglitazone,25484,0.5299,0.0714,0.737,925,False
ACH-000138,Roxadustat,24656,0.5459,0.1068,0.607,1145,False
ACH-000138,Rucaparib (phosphate),25785,0.4991,0.0424,0.6221,750,False
ACH-000138,Rutin (trihydrate),25832,0.5431,0.0953,0.6739,1738,False
ACH-000138,S-Adenosyl-L-methionine (disulfate tosylate),27957,0.5134,0.1482,0.8534,1512,True
ACH-000138,SBI-0640756,26408,1.6124,0.2509,0.1255,6856,False
ACH-000138,Sacubitril/Valsartan,25890,0.5386,0.0995,0.7296,1109,False
ACH-000138,Salicylic acid,28401,0.5167,0.1209,0.8046,1480,True
ACH-000138,Sapanisertib,27304,0.5557,-0.0015,-0.1476,4741,False
ACH-000138,Saquinavir,27040,0.5432,0.2125,0.6574,1220,True
ACH-000138,Selinexor ,28004,0.6516,0.232,0.6444,3848,True
ACH-000138,Sildenafil,25768,0.5144,0.0687,0.793,763,False
ACH-000138,Silodosin,24983,0.5175,0.0755,0.7432,578,False
ACH-000138,Simotinib,24507,0.51,0.0725,0.3694,647,False
ACH-000138,Sinomenine,27923,0.4854,0.1103,0.7639,1003,True
ACH-000138,Sivelestat (sodium tetrahydrate),25537,0.516,0.0755,0.7157,713,False
ACH-000138,Sodium Salicylate,28383,0.5204,0.1313,0.7716,1605,True
ACH-000138,Sonidegib,27285,1.0919,0.2238,0.5738,5567,True
ACH-000138,Sulfatinib,25027,0.5114,0.0655,0.6243,784,False
ACH-000138,Sulfisoxazole,29164,0.5034,0.1616,0.4894,2678,False
ACH-000138,Sunitinib,26321,0.5718,0.1643,0.4778,2631,False
ACH-000138,TAK-733,26980,0.584,0.1597,0.5167,2317,False
ACH-000138,TAK-901,27155,0.6753,0.1437,0.2817,4192,False
ACH-000138,Tadalafil,24881,0.5336,0.075,0.7319,694,False
ACH-000138,Talc,26287,0.5282,0.1142,0.3608,1830,False
ACH-000138,Tazarotene,27369,0.5848,0.1727,0.6315,2132,False
ACH-000138,Temsirolimus,27693,0.5283,0.1187,0.6619,2174,True
ACH-000138,Temuterkib,27176,0.5604,0.0896,0.2076,3726,False
ACH-000138,Terfenadine,28938,0.4815,0.1268,0.2508,2911,False
ACH-000138,Tetracycline (hydrochloride),25452,0.5004,0.0491,0.5723,541,False
ACH-000138,Thymol,27438,0.5048,0.1468,0.6046,1209,True
ACH-000138,Thymopentin,25386,0.538,0.0896,0.7633,761,False
ACH-000138,Tirabrutinib,26199,0.5399,0.0859,0.711,1893,False
ACH-000138,Tirabrutinib (hydrochloride),27606,0.5489,0.1059,0.5488,2665,False
ACH-000138,Tofacitinib,27764,0.5407,0.1741,0.6792,1782,True
ACH-000138,Tofacitinib (citrate),28122,0.5152,0.1206,0.6788,1564,True
ACH-000138,Tolcapone,28187,0.4994,0.1047,0.8167,1182,True
ACH-000138,Tolmetin,25937,0.5298,0.0872,0.7401,1000,False
ACH-000138,Tomivosertib,26966,0.5495,0.115,0.3718,3552,False
ACH-000138,Topotecan (hydrochloride),29333,0.5736,0.0423,-0.1151,3419,True
ACH-000138,Torkinib,27176,0.5416,0.0836,0.4444,3266,False
ACH-000138,Trametinib,30504,0.5456,0.2303,0.6816,6597,True
ACH-000138,Trametinib (DMSO_TF solvate),26578,0.5813,0.128,0.7487,3093,False
ACH-000138,Tranilast,25340,0.504,0.0552,0.7168,371,False
ACH-000138,Triamcinolone,28221,0.5488,0.1691,0.766,2862,True
ACH-000138,Triclosan,28083,0.4963,0.1082,0.7521,1031,True
ACH-000138,Trifluridine,27759,0.4898,0.0898,0.7903,849,True
ACH-000138,Trimetrexate,27613,0.518,0.154,0.7815,1259,True
ACH-000138,Tubulin inhibitor 6,27490,0.5289,0.102,0.5933,2368,False
ACH-000138,Tucatinib,27320,0.5409,0.1333,0.6234,2476,False
ACH-000138,Tucidinostat,28607,0.6922,0.274,0.841,2952,True
ACH-000138,ULK-101,26477,0.6115,0.1924,0.3357,3788,False
ACH-000138,Uridine,27640,0.5072,0.0888,0.7129,1163,False
ACH-000138,Valdecoxib,26148,0.531,0.1444,0.4873,1147,False
ACH-000138,Vandetanib,26500,0.5586,0.147,0.6309,2478,False
ACH-000138,Vemurafenib,28522,0.5244,0.067,0.397,2575,False
ACH-000138,Verapamil,25288,0.5063,0.0586,0.6521,631,False
ACH-000138,Verteporfin,25792,0.5855,0.1514,0.6871,694,False
ACH-000138,Vilanterol,27524,0.5004,0.1232,0.7376,1209,True
ACH-000138,Vinblastine (sulfate),27954,0.6185,0.1935,0.7487,2946,True
ACH-000138,Vismodegib,26489,0.5128,0.0958,0.5931,1024,False
ACH-000138,Vitamin K4,27302,0.55,0.1323,0.5189,2488,False
ACH-000138,Volasertib,27261,0.5424,0.1167,0.5006,2713,False
ACH-000138,Voriconazole,26721,0.5234,0.098,0.5174,1611,False
ACH-000138,Vortioxetine,26605,0.5536,0.1309,0.5201,2691,False
ACH-000138,XRK3F2,26647,0.6567,0.0776,0.0759,4101,False
ACH-000138,Zileuton,27084,0.5213,0.0842,0.569,1493,False
ACH-000138,c-Kit-IN-1,24478,0.7146,0.2667,0.6501,7191,False
ACH-000138,crizotinib,25548,0.5334,0.0933,0.6901,694,False
