patient,drug,n_first,n_second,n_both,jaccard
ACH-000138,Esmolol (hydrochloride),1601,2674,726,0.2046
ACH-000138,Estrone sulfate (potassium),2689,2492,907,0.2122
ACH-000138,Everolimus,2207,1716,716,0.2233
ACH-000138,Fedratinib (hydrochloride hydrate),2404,3797,1269,0.2573
ACH-000138,Fenofibrate,1625,1176,530,0.2334
ACH-000138,Ferulic acid,1404,2581,782,0.2441
ACH-000138,Filgotinib,1188,3780,685,0.1599
ACH-000138,Finasteride,826,1848,429,0.1911
ACH-000138,Fingolimod (hydrochloride),1531,2506,736,0.223
ACH-000138,Flumatinib (mesylate),3792,2884,1519,0.2946
ACH-000138,Flutamide,1659,2218,576,0.1745
ACH-000138,Fluvoxamine,1197,2944,797,0.2383
ACH-000138,Fluvoxamine (maleate),1147,3663,794,0.1977
ACH-000138,Folic acid,1188,2449,706,0.2409
ACH-000138,Fulvestrant,1817,1501,467,0.1638
ACH-000138,Fumaric acid,3479,3013,1445,0.2863
ACH-000138,Furosemide,976,2005,536,0.2192
ACH-000138,Fusidic acid,1230,2371,674,0.2303
ACH-000138,Futibatinib,3533,2422,1173,0.2453
ACH-000138,GSK1059615,5249,5152,2446,0.3075
ACH-000138,Gallic acid,1519,2553,809,0.2479
ACH-000138,Gallic acid (hydrate),1795,3159,859,0.2098
ACH-000138,Gefitinib,1010,2432,478,0.1613
ACH-000138,Gemcitabine,3754,2801,1490,0.2942
ACH-000138,Gemfibrozil,1333,2960,776,0.2206
ACH-000138,Glycyrrhizic acid,1017,1691,418,0.1825
ACH-000138,Goserelin (acetate),2099,2546,1017,0.2803
ACH-000138,HI-TOPK-032,4638,3867,1790,0.2666
ACH-000138,Harringtonine,1173,10561,1043,0.0976
ACH-000138,Hesperidin,1289,1876,499,0.1872
ACH-000138,Hexylresorcinol,1686,2602,890,0.2619
ACH-000138,Homoharringtonine,9987,13509,8910,0.6109
ACH-000138,Hydroxyfasudil,4459,1094,517,0.1027
ACH-000138,Hydroxyurea,642,1751,317,0.1527
ACH-000138,IQ 1,2995,2567,1076,0.2399
ACH-000138,Idarubicin (hydrochloride),8439,13258,7370,0.5144
ACH-000138,Idoxuridine,2362,1991,852,0.2434
ACH-000138,Imiquimod (hydrochloride),2219,2724,889,0.2193
ACH-000138,Imiquimod (maleate),693,1380,235,0.1279
ACH-000138,Indacaterol (maleate),2512,1901,808,0.2241
ACH-000138,Infigratinib,2517,2829,1087,0.2552
ACH-000138,Ipatasertib,4404,3160,1530,0.2536
ACH-000138,Irinotecan,2810,2761,1165,0.2644
ACH-000138,Irinotecan (hydrochloride),5164,2398,1474,0.2421
ACH-000138,Isocorydine,1132,2710,656,0.2059
ACH-000138,Ivermectin,1454,2421,643,0.1989
ACH-000138,Ixazomib,2219,2839,1064,0.2664
ACH-000138,Ixazomib citrate,2340,8989,1889,0.2001
ACH-000138,L-Eflornithine (monohydrochloride),2171,1571,549,0.1719
ACH-000138,L-Thyroxine (sodium salt pentahydrate),1108,2860,552,0.1616
ACH-000138,LB-100,2144,1227,528,0.1857
ACH-000138,LJI308,3149,1927,1027,0.2536
ACH-000138,LY-2584702 (tosylate salt),3528,1788,892,0.2016
ACH-000138,LY2090314,1667,1755,569,0.1994
ACH-000138,Lactate (calcium),2593,3054,1078,0.2359
ACH-000138,Lapatinib ditosylate,2354,1876,712,0.2024
ACH-000138,Larotrectinib,1981,2861,845,0.2114
ACH-000138,Lenalidomide (hemihydrate),786,2927,458,0.1407
ACH-000138,Levobupivacaine (hydrochloride),1078,1623,449,0.1994
ACH-000138,Lidocaine (hydrochloride),1560,3747,897,0.2034
ACH-000138,Ligustrazine,696,2155,425,0.1752
ACH-000138,Lipoic acid,1057,1823,545,0.2334
ACH-000138,Lonafarnib,2399,3067,1024,0.2305
ACH-000138,Loperamide (hydrochloride),2214,2365,858,0.2306
ACH-000138,Lopinavir,2512,3993,1488,0.2966
ACH-000138,Lucanthone,2633,2107,1043,0.2821
ACH-000138,Lumateperone (tosylate),917,2231,555,0.214
ACH-000138,MK-3903,3462,2883,1187,0.2301
ACH-000138,MK-8353,2541,1172,621,0.2008
ACH-000138,ML264,3424,2293,1014,0.2156
ACH-000138,Macitentan,471,1093,198,0.1449
ACH-000138,Malotilate,3730,3724,1965,0.358
ACH-000138,Mebendazole,1020,4833,691,0.1339
ACH-000138,Medroxyprogesterone acetate,1314,3615,813,0.1975
ACH-000138,Megestrol,2308,2502,850,0.2146
ACH-000138,Meloxicam,2087,1804,600,0.1823
ACH-000138,Menadione,809,1797,405,0.184
ACH-000138,Methotrexate,1484,2194,561,0.18
ACH-000138,Methyl aminolevulinate (hydrochloride),2211,2307,823,0.2227
ACH-000138,Methylprednisolone succinate,4811,7474,621,0.0532
ACH-000138,Methylthiouracil,1257,2138,517,0.1796
ACH-000138,Mifepristone,819,2150,400,0.1557
ACH-000138,Minodronic acid,2393,2320,983,0.2635
ACH-000138,Mitoxantrone (dihydrochloride),1861,8490,1445,0.1623
ACH-000138,Monocrotaline,760,1410,343,0.1877
ACH-000138,Mozavaptan,927,2074,480,0.1904
ACH-000138,NG25,1913,4404,1151,0.2228
ACH-000138,NVP-BHG712,3479,2361,962,0.1972
ACH-000138,Nafamostat (mesylate),1869,1685,580,0.195
ACH-000138,Naproxen,1992,1401,620,0.2236
ACH-000138,Neratinib,1833,2721,779,0.2064
ACH-000138,Neratinib (maleate),1415,4796,1011,0.1944
ACH-000138,Nevirapine,719,1903,361,0.1597
ACH-000138,Niclosamide (olamine),700,6354,586,0.0906
ACH-000138,Norepinephrine (hydrochloride),1107,2996,612,0.1753
ACH-000138,OTS514,2210,2164,711,0.1941
ACH-000138,Olanzapine,1330,3398,881,0.229
ACH-000138,Oleic acid,2495,1421,679,0.2098
ACH-000138,Omeprazole,1152,2265,538,0.1869
ACH-000138,Omeprazole (sodium),1669,1523,444,0.1616
ACH-000138,Orlistat,898,1896,454,0.194
ACH-000138,Osimertinib (mesylate),1962,2668,837,0.2207
ACH-000138,Ouabain (Octahydrate),2817,9272,2307,0.2358
ACH-000138,Oxaliplatin,3293,2599,1354,0.2984
ACH-000138,Oxaprozin,2168,2218,795,0.2214
ACH-000138,PF-06260933,3776,2502,1147,0.2235
ACH-000138,PH-797804,3704,5137,1798,0.2553
ACH-000138,Paclitaxel,3302,4155,1561,0.2648
ACH-000138,Palmatine (chloride),2360,2601,909,0.2243
ACH-000138,Panobinostat,7031,12593,6210,0.4629
ACH-000138,Pasireotide (acetate),2542,3027,1166,0.2648
ACH-000138,Pemetrexed,1091,2619,651,0.2128
ACH-000138,Pemigatinib,727,1178,111,0.0619
ACH-000138,Penfluridol,747,1890,389,0.173
ACH-000138,Pentagastrin,1177,2946,700,0.2045
ACH-000138,Pentamidine (isethionate),2073,3063,971,0.2331
ACH-000138,Pentoxifylline,2711,3169,1219,0.2615
ACH-000138,Peretinoin,1235,6242,975,0.15
ACH-000138,Perindopril (erbumine),785,1906,380,0.1644
ACH-000138,Pexidartinib (hydrochloride),1247,1863,595,0.2366
ACH-000138,Phenylephrine (hydrochloride),2360,3413,1033,0.2179
ACH-000138,Phenytoin (sodium),1117,1647,511,0.2268
ACH-000138,Pimitespib,2902,1253,661,0.1892
ACH-000138,Pimozide,1655,2191,600,0.1848
ACH-000138,Pioglitazone,2051,2333,918,0.2649
ACH-000138,Piroxicam,2983,2245,1099,0.2662
ACH-000138,Pitavastatin (Calcium),1123,3350,702,0.1862
ACH-000138,Ponatinib,1786,6096,1280,0.1939
ACH-000138,Posaconazole,649,2893,399,0.1269
ACH-000138,Pralsetinib,3176,3680,1565,0.2958
ACH-000138,Pravastatin (sodium),3205,1779,922,0.227
ACH-000138,Procainamide (hydrochloride),756,1232,341,0.207
ACH-000138,Proglumide,855,1541,345,0.1682
ACH-000138,Pyridoxine,1379,2613,666,0.2002
ACH-000138,Pyridoxine (hydrochloride),3157,2789,1436,0.3184
ACH-000138,Quinestrol,1377,3062,851,0.2372
ACH-000138,Quinidine (15% dihydroquinidine),855,1554,373,0.1832
ACH-000138,RMC-6236,4169,4809,2155,0.3158
ACH-000138,Radotinib,1826,3438,1114,0.2684
ACH-000138,Ralimetinib dimesylate,4529,11456,1258,0.0854
ACH-000138,Raltitrexed,1153,3381,804,0.2155
ACH-000138,Ranolazine,1112,1663,373,0.1553
ACH-000138,Rapamycin,1736,4361,1139,0.2297
ACH-000138,Regorafenib,4160,2246,1226,0.2367
ACH-000138,Relugolix,1107,2146,631,0.2407
ACH-000138,Resveratrol,1505,3124,818,0.2146
ACH-000138,Retinoic acid,3771,3635,1765,0.3129
ACH-000138,Rifaximin,385,1104,188,0.1445
ACH-000138,Riluzole hydrochloride,2555,4003,1441,0.2816
ACH-000138,Rimonabant,1279,2601,776,0.25
ACH-000138,Ritonavir,1063,3001,615,0.1783
ACH-000138,Ropivacaine (hydrochloride monohydrate),1559,2895,918,0.2596
ACH-000138,Rosiglitazone,925,1675,461,0.2155
ACH-000138,Roxadustat,1145,3307,765,0.2075
ACH-000138,Rucaparib (phosphate),750,1399,321,0.1756
ACH-000138,Rutin (trihydrate),1738,1934,800,0.2786
ACH-000138,S-Adenosyl-L-methionine (disulfate tosylate),1512,3927,1054,0.2404
ACH-000138,SBI-0640756,6856,2210,153,0.0172
ACH-000138,Sacubitril/Valsartan,1109,2839,710,0.2193
ACH-000138,Salicylic acid,1480,3238,897,0.2348
ACH-000138,Sapanisertib,4741,4423,2020,0.2828
ACH-000138,Saquinavir,1220,3245,658,0.1728
ACH-000138,Selinexor ,3848,6988,2505,0.3007
ACH-000138,Sildenafil,763,2036,425,0.179
ACH-000138,Silodosin,578,739,221,0.2016
ACH-000138,Simotinib,647,912,185,0.1346
ACH-000138,Sinomenine,1003,2070,538,0.2122
ACH-000138,Sivelestat (sodium tetrahydrate),713,3641,452,0.1158
ACH-000138,Sodium Salicylate,1605,3070,855,0.2238
ACH-000138,Sonidegib,5567,960,542,0.0906
ACH-000138,Sulfatinib,784,1517,381,0.1984
ACH-000138,Sulfisoxazole,2678,3275,1158,0.2415
ACH-000138,Sunitinib,2631,3340,1242,0.2626
ACH-000138,TAK-733,2317,4732,1367,0.2406
ACH-000138,TAK-901,4192,9127,2949,0.2844
ACH-000138,Tadalafil,694,2564,448,0.1594
ACH-000138,Talc,1830,1136,393,0.1527
ACH-000138,Tazarotene,2132,2380,851,0.2325
ACH-000138,Temsirolimus,2174,3895,1180,0.2414
ACH-000138,Temuterkib,3726,2553,1120,0.2171
ACH-000138,Terfenadine,2911,3273,1247,0.2526
ACH-000138,Tetracycline (hydrochloride),541,2411,311,0.1178
ACH-000138,Thymol,1209,2027,499,0.1823
ACH-000138,Thymopentin,761,2386,478,0.1791
ACH-000138,Tirabrutinib,1893,2732,1043,0.2912
ACH-000138,Tirabrutinib (hydrochloride),2665,3500,1247,0.2536
ACH-000138,Tofacitinib,1782,4111,1093,0.2277
ACH-000138,Tofacitinib (citrate),1564,3737,959,0.2209
ACH-000138,Tolcapone,1182,3768,814,0.1968
ACH-000138,Tolmetin,1000,1752,514,0.2297
ACH-000138,Tomivosertib,3552,2160,1070,0.2305
ACH-000138,Topotecan (hydrochloride),3419,8765,2565,0.2667
ACH-000138,Torkinib,3266,2356,996,0.2153
ACH-000138,Trametinib,6597,7204,4173,0.4334
ACH-000138,Trametinib (DMSO_TF solvate),3093,3962,1866,0.3596
ACH-000138,Tranilast,371,1655,201,0.1101
ACH-000138,Triamcinolone,2862,4602,1929,0.3485
ACH-000138,Triclosan,1031,2729,606,0.1921
ACH-000138,Trifluridine,849,2913,506,0.1554
ACH-000138,Trimetrexate,1259,3277,750,0.1981
ACH-000138,Tubulin inhibitor 6,2368,1462,680,0.2159
ACH-000138,Tucatinib,2476,1950,932,0.2667
ACH-000138,Tucidinostat,2952,9671,2497,0.2466
ACH-000138,ULK-101,3788,1961,926,0.192
ACH-000138,Uridine,1163,1797,480,0.1935
ACH-000138,Valdecoxib,1147,1829,429,0.1684
ACH-000138,Vandetanib,2478,2536,1065,0.2697
ACH-000138,Vemurafenib,2575,3172,1044,0.222
ACH-000138,Verapamil,631,1237,280,0.1763
ACH-000138,Verteporfin,694,3491,440,0.1175
ACH-000138,Vilanterol,1209,2845,711,0.2127
ACH-000138,Vinblastine (sulfate),2946,7141,2283,0.2925
ACH-000138,Vismodegib,1024,1686,389,0.1676
ACH-000138,Vitamin K4,2488,1897,769,0.2127
ACH-000138,Volasertib,2713,1528,694,0.1957
ACH-000138,Voriconazole,1611,1676,524,0.1896
ACH-000138,Vortioxetine,2691,2824,1165,0.2678
ACH-000138,XRK3F2,4101,3455,1466,0.2407
ACH-000138,Zileuton,1493,1632,509,0.1946
ACH-000138,c-Kit-IN-1,7191,3883,2857,0.3477
ACH-000138,crizotinib,694,2479,423,0.1538
ACH-000138,olaparib,3264,8418,539,0.0484
ACH-000138,palbociclib,2684,3206,1105,0.2309
ACH-000138,venetoclax,3235,4893,1851,0.2949
ACH-000138,vincristine,4230,2804,1577,0.289
ACH-000138,γ-Oryzanol,1057,1391,334,0.158
ACH-000139,(R)-Verapamil (hydrochloride),735,1856,295,0.1285
ACH-000139,(S)-Crizotinib,479,761,144,0.1314
ACH-000139,18β-Glycyrrhetinic acid,597,1781,300,0.1444
ACH-000139,4EGI-1,2013,1379,668,0.2452
ACH-000139,5-Azacytidine,1587,2682,641,0.1767
ACH-000139,5-Fluorouracil,998,893,253,0.1545
ACH-000139,8-Hydroxyquinoline,736,1960,406,0.1773
ACH-000139,9-ING-41,3704,1258,711,0.1673
ACH-000139,APTO-253,2363,746,302,0.1076
ACH-000139,AT7519,1555,796,410,0.2112
ACH-000139,AZD-7648,3251,1695,780,0.1872
ACH-000139,AZD-8055,2632,1582,746,0.2151
ACH-000139,AZD1390,2440,1574,673,0.2014
ACH-000139,AZD2858,1574,1269,362,0.1459
ACH-000139,Abemaciclib,4308,8679,1393,0.1201
ACH-000139,Abiraterone acetate,1404,1388,401,0.1677
ACH-000139,Acetazolamide,2130,952,381,0.1411
ACH-000139,Acetohexamide,560,1508,247,0.1356
ACH-000139,Adagrasib,2602,1968,945,0.2607
ACH-000139,Adenine,1100,1510,523,0.2506
ACH-000139,Adenosine,818,2262,502,0.1947
ACH-000139,Afatinib,2528,3171,1080,0.2338
ACH-000139,Aliskiren,837,1991,463,0.1958
ACH-000139,Allantoin,1158,2435,606,0.2029
ACH-000139,Allopurinol,2737,1342,570,0.1624
ACH-000139,Almonertinib (hydrochloride),923,1830,403,0.1715
ACH-000139,Almonertinib (mesylate),1244,1736,470,0.1873
ACH-000139,Alpelisib,1598,1351,521,0.2146
ACH-000139,Altretamine,242,552,129,0.194
ACH-000139,Amsacrine,875,2527,540,0.1887
ACH-000139,Anastrozole,1288,1200,459,0.2262
ACH-000139,Anethole trithione,1531,2646,920,0.2825
ACH-000139,Apalutamide,85,1145,42,0.0354
ACH-000139,Aprepitant,2643,986,463,0.1462
ACH-000139,Arbutin,388,927,208,0.1879
ACH-000139,Artemether,1783,1161,408,0.1609
ACH-000139,Artesunate,1366,2065,652,0.2346
ACH-000139,Asciminib,2569,1226,511,0.1556
ACH-000139,Aspirin,1336,945,327,0.1673
ACH-000139,Ataluren,1725,1012,332,0.138
ACH-000139,Atazanavir (sulfate),1684,1437,584,0.2302
ACH-000139,Auranofin,1751,6915,1157,0.1541
ACH-000139,Azithromycin (hydrate),900,1679,424,0.1968
ACH-000139,BAY1125976,3173,3880,1400,0.2477
ACH-000139,BI-3406,2541,1468,753,0.2313
ACH-000139,BI-78D3,3811,1099,573,0.1321
ACH-000139,Baicalin,797,2128,488,0.2002
ACH-000139,Balsalazide (sodium hydrate),1004,1741,547,0.2489
ACH-000139,Belinostat,2073,8340,1593,0.1806
ACH-000139,Belumosudil,1308,1440,408,0.1744
ACH-000139,Belumosudil (mesylate),2335,1327,560,0.1805
ACH-000139,Belzutifan,1466,1271,318,0.1315
ACH-000139,Bendamustine,259,583,99,0.1332
ACH-000139,Benproperine (phosphate),541,954,222,0.1744
ACH-000139,Bentamapimod,3045,1153,568,0.1565
ACH-000139,Benztropine (mesylate),944,910,218,0.1333
ACH-000139,Berbamine,2060,1717,647,0.2067
ACH-000139,Berbamine (dihydrochloride),1511,1138,374,0.1644
ACH-000139,Berberine (chloride hydrate),752,2289,420,0.1602
ACH-000139,Bergenin,443,1256,217,0.1464
ACH-000139,Bestatin,102,966,63,0.0627
ACH-000139,Bestatin (hydrochloride),1599,1519,479,0.1815
ACH-000139,Betamethasone dipropionate,762,1962,494,0.2215
ACH-000139,Bexarotene,1744,1482,540,0.201
ACH-000139,Bicalutamide,853,915,216,0.1392
ACH-000139,Bimatoprost,805,1947,392,0.1661
ACH-000139,Bimiralisib,3299,2651,1084,0.2228
ACH-000139,Binimetinib,4903,3775,2257,0.3515
ACH-000139,Bisoprolol (hemifumarate),456,1604,291,0.1645
ACH-000139,Bortezomib,4492,4844,2469,0.3595
ACH-000139,Bosentan (hydrate),226,1636,158,0.0927
ACH-000139,Brimonidine,1111,703,183,0.1122
ACH-000139,Brivudine,3056,3704,1298,0.2376
ACH-000139,Budesonide,3162,3469,1479,0.2871
ACH-000139,Busulfan,1224,1633,437,0.1806
ACH-000139,CP21R7,2265,873,382,0.1386
ACH-000139,Cabozantinib (S-malate),1075,1959,421,0.1611
ACH-000139,Canagliflozin,265,1013,144,0.127
ACH-000139,Canagliflozin (hemihydrate),1750,1197,364,0.1409
ACH-000139,Capivasertib,2033,1098,460,0.1722
ACH-000139,Capmatinib,2056,1195,531,0.1952
ACH-000139,Captopril,1811,656,298,0.1374
ACH-000139,Carbamazepine,1733,1691,494,0.1686
ACH-000139,Celecoxib,3268,865,391,0.1045
ACH-000139,Cepharanthine,1072,1951,527,0.2111
ACH-000139,Chlorhexidine (diacetate),1767,1996,703,0.2297
ACH-000139,Ciclopirox,563,2115,321,0.1362
ACH-000139,Cilostazol,437,1749,257,0.1332
ACH-000139,Cinacalcet,1444,1309,357,0.149
ACH-000139,Citalopram (hydrobromide),2293,877,359,0.1277
ACH-000139,Clobetasol propionate,2323,2363,1067,0.2948
ACH-000139,Clofarabine,215,1103,124,0.1039
ACH-000139,Clonidine (hydrochloride),1241,2645,828,0.2708
ACH-000139,Clopidogrel,2418,871,421,0.1468
ACH-000139,Clotrimazole,705,1962,355,0.1535
ACH-000139,Cloxacillin (sodium),810,1284,362,0.209
ACH-000139,Cobimetinib,273,2161,185,0.0823
ACH-000139,Crizotinib (hydrochloride),2260,2029,826,0.2385
ACH-000139,Cyclosporin A,2273,1588,665,0.2081
ACH-000139,Cysteamine (hydrochloride),514,1504,261,0.1485
ACH-000139,Cytarabine,1394,1323,432,0.1891
ACH-000139,Cytarabine (hydrochloride),325,988,162,0.1407
ACH-000139,DT-061,1587,1133,390,0.1674
ACH-000139,DTP3,3276,9423,489,0.04
ACH-000139,Dabrafenib,2694,3269,1147,0.2382
ACH-000139,Daidzin,1741,1352,481,0.1842
ACH-000139,Dapagliflozin,1100,962,296,0.1676
ACH-000139,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",366,954,151,0.1292
ACH-000139,Darinaparsin,1022,3117,646,0.1849
ACH-000139,Darolutamide,2171,1587,683,0.2221
ACH-000139,Decitabine,631,2761,453,0.1541
ACH-000139,Delamanid,1720,1549,588,0.2193
ACH-000139,Demeclocycline,715,1572,328,0.1674
ACH-000139,Dexamethasone,2323,2480,1200,0.3331
ACH-000139,Dexmedetomidine,181,1068,96,0.0833
ACH-000139,Diammonium Glycyrrhizinate,999,2716,496,0.1541
ACH-000139,Digitoxin,1150,6645,852,0.1227
ACH-000139,Dihydroartemisinin,706,2035,342,0.1426
ACH-000139,Dimethyl fumarate,76,942,52,0.0538
ACH-000139,Dinaciclib,2448,5474,1759,0.2854
ACH-000139,Diphenhydramine,1163,1446,461,0.2146
ACH-000139,Docetaxel,2243,2033,707,0.1981
ACH-000139,Docetaxel (Trihydrate),136,1727,97,0.0549
ACH-000139,Dorzolamide (hydrochloride),290,1412,169,0.1102
ACH-000139,Doxorubicin (hydrochloride),457,4742,310,0.0634
ACH-000139,Doxycycline (monohydrate),95,1193,69,0.0566
ACH-000139,Drospirenone,2243,2372,845,0.2241
ACH-000139,ERK5-IN-2,3012,3688,1207,0.2197
ACH-000139,ETC-206,1823,825,374,0.1645
ACH-000139,EX229,3832,2835,1460,0.2804
ACH-000139,Econazole,1903,1599,526,0.1767
ACH-000139,Elagolix sodium,931,2311,524,0.1928
ACH-000139,Elimusertib hydrochloride,3262,2383,1101,0.2423
ACH-000139,Encorafenib,7972,2898,106,0.0098
ACH-000139,Entecavir (monohydrate),26,1322,19,0.0143
ACH-000139,Entrectinib,1594,1768,438,0.1498
ACH-000139,Epirubicin (hydrochloride),158,5402,110,0.0202
ACH-000139,Eplerenone,157,613,91,0.134
ACH-000139,Erdafitinib ,9462,1156,59,0.0056
ACH-000139,Erlotinib,682,1470,290,0.1557
ACH-000139,Erythromycin,1042,1265,325,0.164
ACH-000139,Esmolol (hydrochloride),1374,1402,345,0.1419
ACH-000139,Estrone sulfate (potassium),2190,1485,489,0.1535
ACH-000139,Everolimus,1572,1178,466,0.204
ACH-000139,Fedratinib (hydrochloride hydrate),2273,3004,984,0.2292
ACH-000139,Fenofibrate,716,645,223,0.196
ACH-000139,Ferulic acid,368,1549,221,0.1303
ACH-000139,Filgotinib,807,2093,322,0.1249
ACH-000139,Finasteride,162,949,93,0.0914
ACH-000139,Fingolimod (hydrochloride),1184,1609,451,0.1926
ACH-000139,Flumatinib (mesylate),1714,1714,647,0.2327
ACH-000139,Flutamide,1332,1406,354,0.1485
ACH-000139,Fluvoxamine,399,1693,270,0.1482
ACH-000139,Fluvoxamine (maleate),816,3054,512,0.1525
ACH-000139,Folic acid,623,1789,398,0.1976
ACH-000139,Fulvestrant,1401,934,259,0.1248
ACH-000139,Fumaric acid,1570,2512,713,0.2116
ACH-000139,Furosemide,396,1171,199,0.1455
ACH-000139,Fusidic acid,700,1863,395,0.1822
ACH-000139,Futibatinib,2938,1464,751,0.2057
ACH-000139,GSK1059615,3583,3790,1461,0.2471
ACH-000139,Gallic acid,1077,1718,528,0.2329
ACH-000139,Gallic acid (hydrate),1176,1892,437,0.1661
ACH-000139,Gefitinib,1013,1385,268,0.1258
ACH-000139,Gemcitabine,2868,1710,898,0.244
ACH-000139,Gemfibrozil,902,2057,474,0.1907
ACH-000139,Glycyrrhizic acid,369,685,114,0.1213
ACH-000139,Goserelin (acetate),953,2150,567,0.2236
ACH-000139,HI-TOPK-032,3654,2591,1107,0.2155
ACH-000139,Harringtonine,689,8418,605,0.0712
ACH-000139,Hesperidin,350,844,131,0.1232
ACH-000139,Hexylresorcinol,755,1859,438,0.2013
ACH-000139,Homoharringtonine,6952,9025,5504,0.5255
ACH-000139,Hydroxyfasudil,3448,681,283,0.0736
ACH-000139,Hydroxyurea,113,968,53,0.0516
ACH-000139,IQ 1,2622,1658,687,0.1912
ACH-000139,Idarubicin (hydrochloride),6963,10511,5601,0.4717
ACH-000139,Idoxuridine,1997,1013,451,0.1762
ACH-000139,Imiquimod (hydrochloride),2063,1695,550,0.1714
ACH-000139,Imiquimod (maleate),134,664,48,0.064
ACH-000139,Indacaterol (maleate),2805,2309,1011,0.2464
ACH-000139,Infigratinib,2092,2013,765,0.229
ACH-000139,Ipatasertib,3412,1466,754,0.1828
ACH-000139,Irinotecan,2062,1278,527,0.1873
ACH-000139,Irinotecan (hydrochloride),3204,1312,665,0.1727
ACH-000139,Isocorydine,837,1815,462,0.211
ACH-000139,Ivermectin,1430,1017,324,0.1526
ACH-000139,Ixazomib,1640,1804,650,0.2326
ACH-000139,Ixazomib citrate,1209,6578,873,0.1263
ACH-000139,L-Eflornithine (monohydrochloride),2301,909,363,0.1275
ACH-000139,L-Thyroxine (sodium salt pentahydrate),958,2069,383,0.1449
ACH-000139,LB-100,1790,680,287,0.1315
ACH-000139,LJI308,2545,1442,722,0.2211
ACH-000139,LY-2584702 (tosylate salt),2829,1311,648,0.1856
ACH-000139,LY2090314,1155,837,301,0.178
ACH-000139,Lactate (calcium),1394,1920,438,0.1523
ACH-000139,Lapatinib ditosylate,2431,700,345,0.1238
ACH-000139,Larotrectinib,944,2066,409,0.1572
ACH-000139,Lenalidomide (hemihydrate),589,2275,367,0.147
ACH-000139,Levobupivacaine (hydrochloride),508,975,194,0.1505
ACH-000139,Lidocaine (hydrochloride),1302,2946,694,0.1953
ACH-000139,Ligustrazine,163,1076,99,0.0868
ACH-000139,Lipoic acid,397,1076,219,0.1746
ACH-000139,Lonafarnib,3051,1153,475,0.1274
ACH-000139,Loperamide (hydrochloride),1836,1268,445,0.1674
ACH-000139,Lopinavir,1759,1962,646,0.2101
ACH-000139,Lucanthone,2121,1332,623,0.2201
ACH-000139,Lumateperone (tosylate),554,1530,314,0.1774
ACH-000139,MK-3903,2496,1879,654,0.1758
ACH-000139,MK-8353,2202,872,467,0.1791
ACH-000139,ML264,2914,1733,744,0.1906
ACH-000139,Macitentan,137,643,72,0.1017
ACH-000139,Malotilate,2802,2459,1220,0.3019
ACH-000139,Mebendazole,336,2459,224,0.0871
ACH-000139,Medroxyprogesterone acetate,1053,2808,618,0.1906
ACH-000139,Megestrol,1226,1755,464,0.1843
ACH-000139,Meloxicam,1331,1129,328,0.1538
ACH-000139,Menadione,278,958,137,0.1247
ACH-000139,Methotrexate,1285,1365,395,0.1752
ACH-000139,Methyl aminolevulinate (hydrochloride),2088,1183,464,0.1653
ACH-000139,Methylprednisolone succinate,3531,2448,242,0.0422
ACH-000139,Methylthiouracil,989,1252,325,0.1696
ACH-000139,Mifepristone,224,1266,144,0.107
ACH-000139,Minodronic acid,1924,1556,652,0.2306
ACH-000139,Mitoxantrone (dihydrochloride),1077,6078,754,0.1178
ACH-000139,Monocrotaline,163,958,85,0.082
ACH-000139,Mozavaptan,242,1172,123,0.0953
ACH-000139,NG25,1301,2677,647,0.1942
ACH-000139,NVP-BHG712,2997,1491,596,0.1531
ACH-000139,Nafamostat (mesylate),1828,1033,319,0.1255
ACH-000139,Naproxen,828,937,254,0.1681
ACH-000139,Neratinib,1408,1553,449,0.1787
ACH-000139,Neratinib (maleate),1056,3327,681,0.184
ACH-000139,Nevirapine,237,1188,127,0.0978
ACH-000139,Niclosamide (olamine),221,4190,167,0.0393
ACH-000139,Norepinephrine (hydrochloride),644,2567,408,0.1456
ACH-000139,OTS514,1683,1375,506,0.1983
ACH-000139,Olanzapine,824,2593,535,0.1856
ACH-000139,Oleic acid,2112,814,428,0.1713
ACH-000139,Omeprazole,859,1282,278,0.1492
ACH-000139,Omeprazole (sodium),1569,835,250,0.1161
ACH-000139,Orlistat,294,913,120,0.1104
ACH-000139,Osimertinib (mesylate),1624,1927,559,0.1868
ACH-000139,Ouabain (Octahydrate),1560,8088,1234,0.1467
ACH-000139,Oxaliplatin,2616,2007,1020,0.2831
ACH-000139,Oxaprozin,1827,1296,448,0.1675
ACH-000139,PF-06260933,2809,1269,556,0.1579
ACH-000139,PH-797804,3406,6183,1901,0.2473
ACH-000139,Paclitaxel,2291,2851,821,0.19
ACH-000139,Palmatine (chloride),965,2324,445,0.1565
ACH-000139,Panobinostat,6624,10665,5589,0.4777
ACH-000139,Pasireotide (acetate),1160,2264,563,0.1968
