gene,n_pairs,r
TNPO3,1600,0.3605
SPATS2L,1600,0.3604
MIR193BHG,1577,0.36
EFL1,1596,0.3598
LAMB1,1596,0.3598
CERS5,1589,0.3598
BABAM2,1600,0.3596
TMEM161B,1595,0.3596
SEMA3A,1600,0.3594
PFKFB3,1597,0.3594
GCC2,1600,0.359
DNMT1,1581,0.3589
TUBB,1598,0.3588
ITFG1,1599,0.3586
AGRN,1585,0.3585
GHITM,1592,0.3584
RALA,1600,0.3583
RALGAPB,1588,0.3581
LAMC2,1595,0.3581
FOCAD,1598,0.358
XPOT,1598,0.358
PLEKHA5,1600,0.3576
LRRC59,1588,0.3576
MYBL1,1561,0.3575
AVPI1,1579,0.3575
PIKFYVE,1600,0.3574
CUL1,1597,0.3574
TUBA1A,1559,0.3572
EIF4A2,1600,0.3572
CAMK2G,1590,0.3572
FBXW11,1600,0.3572
SYVN1,1562,0.3571
RBM27,1600,0.3571
ARFGEF1,1600,0.3569
MX2,1588,0.3569
NDE1,1591,0.3569
TRIM5,1583,0.3567
EFHC1,1598,0.3566
TNRC18,1599,0.3565
CCL8,91,0.3564
FHOD3,1586,0.3563
MAP3K2,1600,0.3559
ZNF133,1576,0.3559
YWHAE,1600,0.3558
PRKD3,1596,0.3558
SPATS2,1600,0.3558
GADD45A,1585,0.3557
RBM25,1600,0.3556
SNRK,1581,0.3556
SMAD6,1559,0.3555
PRKD1,1593,0.3555
GPATCH2L,1598,0.3555
TSPAN5,1600,0.3554
ANKRD36C,1600,0.3554
DHRS3,1598,0.3553
DBF4,1580,0.3553
BICD1,1600,0.3552
CTSB,1595,0.3551
NAA25,1599,0.3551
BRWD3,1600,0.355
ZHX3,1592,0.355
ADAMTS6,1599,0.3547
YIPF5,1591,0.3547
DBNL,1570,0.3545
ZNF664,1527,0.3543
CCNA2,1558,0.3543
IFNAR2,1582,0.3543
DFFA,1589,0.3541
TRA2A,1600,0.3537
PLB1,1496,0.3536
VEGFA,1600,0.3534
PIP4K2B,1559,0.3534
G6PD,1567,0.3532
BTBD10,1595,0.3532
LCMT1,1588,0.3532
AHCTF1,1599,0.3529
KIF2C,1555,0.3527
ATP2C1,1600,0.3527
CNN3,1582,0.3527
ATG13,1594,0.3525
SIK2,1592,0.3525
TBC1D23,1599,0.3525
PPP2R5A,1598,0.3523
RNF169,1600,0.3521
INSR,1591,0.352
SBDS,1581,0.352
RBM6,1599,0.352
GATAD2B,1600,0.352
PLAUR,1600,0.352
PTPN4,1597,0.3519
RAPGEF1,1595,0.3519
SPARC,1597,0.3518
CDKAL1,1600,0.3518
SDF4,1565,0.3517
HBS1L,1598,0.3515
CTIF,1600,0.3514
UPF1,1564,0.3511
RAB8B,1595,0.3511
PJA2,1599,0.3511
SAMD9L,1575,0.351
PCED1B,1595,0.351
NUBPL,1594,0.351
TRPS1,1600,0.3509
DNAJC3,1600,0.3509
PDIA4,1595,0.3508
CCNF,1549,0.3508
AMD1,1598,0.3507
LAMA3,1600,0.3507
FAM120B,1598,0.3506
TMEM168,1592,0.3506
PEX14,1592,0.3505
NR3C1,1600,0.3505
PPP2R3A,1596,0.3503
BTF3,1597,0.3503
LPCAT1,1586,0.3502
CAND1,1599,0.35
RHBDF2,1582,0.35
RNF146,1565,0.3499
SDC1,1558,0.3496
ABCD4,1571,0.3495
SLC37A3,1585,0.3494
STAU1,1600,0.3493
GCLM,1588,0.3492
CDH13,1600,0.3489
UBR4,1600,0.3489
BIRC3,1599,0.3489
YTHDF1,1577,0.3489
DEDD2,1573,0.3487
HTATSF1,1569,0.3487
DOCK9,1600,0.3487
AHDC1,1595,0.3486
FHIT,1599,0.3485
DGKG,1563,0.3485
CCNB1,1565,0.3482
DYNC2H1,1592,0.3482
ESYT2,1600,0.3481
MYBL2,1545,0.348
SNX9,1600,0.348
MALT1,1598,0.3479
PSMC3,1576,0.3479
RAB2A,1600,0.3479
PRR11,1581,0.3479
DLEU1,1600,0.3479
GPATCH4,1564,0.3478
GPHN,1600,0.3477
KLF3,1599,0.3477
GPR89B,1572,0.3476
ZFYVE16,1599,0.3475
PXN,1597,0.3473
CSNK2A1,1600,0.3473
OGFR,1575,0.3473
AGO2,1600,0.3473
DNAJA4,1499,0.3472
AZIN1,1594,0.3471
TTLL5,1599,0.3468
RINT1,1587,0.3468
ENOX1,1588,0.3467
ATP2B4,1598,0.3466
MAP4K4,1600,0.3466
AFDN,1600,0.3466
SIN3B,1591,0.3465
ARFGEF3,1600,0.3465
CEP170B,1559,0.3464
SETD5,1600,0.3463
NBPF11,1574,0.3462
TRPM7,1600,0.346
SAMHD1,1585,0.346
H19,1431,0.346
SMAD9,1577,0.3458
TOB1,1588,0.3458
PHAX,1582,0.3457
TLK1,1600,0.3456
TPM1,1592,0.3456
RAB40C,1591,0.3454
MSMO1,1591,0.3453
NR2C1,1588,0.3453
UBE2C,1557,0.3453
VPS13C,1597,0.3452
PNPLA7,1547,0.3451
RAI14,1600,0.3451
MYH14,1591,0.3451
ID3,1554,0.345
SLC17A5,1591,0.3448
YWHAH,1582,0.3447
CANX,1600,0.3446
NFYA,1581,0.3446
DMXL2,1594,0.3445
USP6NL,1594,0.3444
ARHGEF17,1548,0.3443
UBE2R2,1600,0.3442
HMGXB4,1599,0.3442
DHX38,1576,0.3442
PIP5K1A,1598,0.3442
PA2G4,1598,0.3442
SERPINE1,1600,0.3441
ME1,1591,0.3439
DAAM1,1597,0.3439
ABHD18,1591,0.3437
HDAC9,1600,0.3435
MIEF1,1577,0.3435
PTPN14,1600,0.3434
RNF38,1596,0.3434
CRYBG3,1599,0.3433
DOCK5,1600,0.3432
KLF12,1600,0.3432
GTF3C2,1573,0.3431
STK39,1600,0.343
KIF18B,1554,0.343
CDV3,1595,0.3429
SCARB1,1593,0.3429
PGM3,1600,0.3428
UBE2H,1600,0.3427
SKI,1587,0.3426
PARD3,1600,0.3426
MAP3K9,1590,0.3425
NPY,108,0.3424
HELB,1585,0.3424
MARK4,1600,0.3423
UVRAG,1600,0.3423
DEK,1600,0.3422
ARID5B,1599,0.3421
CHST11,1596,0.3421
MARK3,1600,0.342
NBDY,1595,0.3419
CAPZA1,1599,0.3419
CLEC16A,1598,0.3418
SNF8,1577,0.3417
GADD45B,1568,0.3417
GPBP1L1,1600,0.3416
TNFRSF12A,1555,0.3414
RPRD2,1599,0.3414
PPFIA4,1597,0.3413
PPP1R13B,1598,0.3412
FCHO2,1600,0.3412
ACAD11,1576,0.3411
CCDC9,1573,0.341
PFN1,1600,0.341
OSBPL6,1574,0.3409
IL17RA,1575,0.3408
ARHGEF4,1573,0.3408
TBPL1,1570,0.3405
TRIB3,1577,0.3405
RAB22A,1600,0.3404
CLTCL1,1567,0.3404
LSS,1572,0.3404
FGGY,1588,0.3404
EXOC2,1592,0.3404
RSAD2,1580,0.3403
CDK1,1577,0.3403
RNF13,1597,0.3402
GNA13,1595,0.34
ENTPD7,1597,0.3399
SELENON,1543,0.3399
CARMIL1,1596,0.3397
SASH1,1599,0.3397
BCL2L1,1600,0.3396
PKN2,1600,0.3396
SMOX,1591,0.3396
SAFB2,1598,0.3396
RASA1,1600,0.3395
ANKRD26,1595,0.3394
PLXNA3,1581,0.3393
UBASH3B,1593,0.3393
SLC25A12,1581,0.3393
TTK,1563,0.3391
SAMD4B,1597,0.3389
PRRC2C,1600,0.3388
RXRA,1569,0.3385
ZNF708,1562,0.3385
TUBD1,1574,0.3385
TMEM14B,1599,0.3384
RHOA,1600,0.3384
ANKZF1,1575,0.3382
STK40,1589,0.3381
KRT71,46,0.3381
VPS45,1588,0.3381
NAV3,1596,0.3381
ZNF680,1573,0.338
PHYKPL,1596,0.338
STAG1,1600,0.3379
ST7,1599,0.3378
NFKBIZ,1597,0.3378
MEPCE,1557,0.3378
GOLGA2,1600,0.3377
SETD2,1600,0.3377
CHIC2,1598,0.3377
SLC35F3,1587,0.3376
SPTLC2,1596,0.3376
ANKRD13A,1581,0.3376
PLK3,1563,0.3376
MADD,1582,0.3375
EEF2K,1577,0.3374
MTM1,1579,0.3374
DANT2,1597,0.3373
IRS2,1600,0.3371
SIGMAR1,1546,0.3369
RNF103,1585,0.3369
FANCA,1558,0.3369
FGD4,1599,0.3368
EPS15L1,1587,0.3368
NFYC,1580,0.3368
AHR,1599,0.3367
VAV2,1596,0.3366
CREBRF,1597,0.3366
NR4A3,1587,0.3365
C1GALT1,1599,0.3364
MED15,1600,0.3364
SOX9,1594,0.3363
YJEFN3,1559,0.3361
ALDH1A3,1566,0.3357
TEAD4,1571,0.3357
AKT1,1547,0.3356
LRRC1,1595,0.3354
SLC25A33,1573,0.3353
ZFC3H1,1600,0.335
RUFY2,1597,0.3349
RIN2,1598,0.3348
TBCA,1600,0.3348
ANO6,1600,0.3346
CRTC1,1586,0.3345
OSER1,1589,0.3344
AGO4,1581,0.3344
CLK3,1588,0.3342
TRIB1,1594,0.3341
PTPRJ,1599,0.3341
ZNF586,1592,0.3341
JMY,1596,0.3341
GLIS3,1599,0.334
SSU72,1580,0.3338
CAMK1D,1599,0.3337
C1RL,1565,0.3336
ITPR1,1597,0.3335
OSBPL9,1600,0.3334
OTUD7B,1596,0.3334
RAB3B,1588,0.3333
ZNF282,1564,0.3333
YPEL1,1560,0.3333
CLUH,1569,0.3331
DIS3L2,1594,0.3331
CGB3,54,0.333
IRS1,1579,0.333
TMPO,1589,0.3327
RHOB,1583,0.3326
MIDN,1595,0.3326
MBOAT2,1600,0.3326
ADAM9,1600,0.3325
PXK,1568,0.3325
PRKDC,1600,0.3324
FLCN,1589,0.3323
SAMD9,1596,0.3323
SEL1L,1600,0.3322
R3HDM2,1600,0.3322
MAP4K5,1600,0.3321
WDR82,1586,0.332
WASHC4,1599,0.3318
CDC37L1,1587,0.3317
SCRIB,1541,0.3317
ULK1,1589,0.3316
STK38,1599,0.3316
NLRC5,1565,0.3315
CPNE7,1556,0.3315
TNFRSF1A,1572,0.3314
KCNK1,1593,0.3313
MBD6,1562,0.3313
MBNL2,1600,0.3313
PDS5B,1600,0.3312
ZFYVE26,1577,0.3311
CENPE,1584,0.3311
GNAQ,1600,0.331
SUSD6,1594,0.3309
TUFT1,1599,0.3308
SAR1A,1599,0.3308
BUD23,1580,0.3307
XAF1,1581,0.3307
PIM1,1575,0.3307
ATP13A2,1549,0.3306
IFI44,1593,0.3306
STRN4,1573,0.3305
TALDO1,1571,0.3305
RBM3,1591,0.3305
ESYT1,1577,0.3304
LIMCH1,1600,0.3304
DNAH5,1569,0.3303
EXOC1,1600,0.3303
PDE10A,1600,0.3302
MACROD2,1598,0.3301
RGS20,1569,0.33
IL10RB,1589,0.33
METTL16,1596,0.3299
PDXDC1,1600,0.3298
TBL1X,1600,0.3298
TCF20,1600,0.3298
CNOT2,1600,0.3297
TMED2,1592,0.3296
FBXO38,1593,0.3295
FBXO33,1586,0.3295
TSPAN9,1582,0.3294
CKMT2-AS1,1583,0.3294
PDGFC,1597,0.3291
EIF3A,1600,0.3291
SLC25A26,1597,0.3291
PPL,1578,0.3291
G2E3,1595,0.329
ZMIZ2,1591,0.3289
KAT6A,1600,0.3287
KRTAP5-7,57,0.3287
METTL14,1588,0.3287
UFL1,1590,0.3287
GTF2IRD1,1596,0.3285
ARPC2,1600,0.3284
PGRMC1,1573,0.3283
SEC24C,1587,0.3282
RNF121,1593,0.3279
ZBTB1,1589,0.3279
UST,1575,0.3279
RRM1,1580,0.3279
STK4,1600,0.3278
DTL,1581,0.3277
EIF2AK2,1600,0.3277
XPR1,1600,0.3276
BET1L,1558,0.3275
KCNQ5,1595,0.3275
RIPK2,1578,0.3273
IFIT2,1593,0.3272
RAD23B,1600,0.3271
KANTR,1592,0.3271
FRY,1598,0.327
PROS1,1591,0.3269
BOD1L1,1600,0.3269
ZFP36L1,1600,0.3268
CHD6,1598,0.3268
TIAM1,1595,0.3267
TSNARE1,1573,0.3266
PSMD13,1594,0.3266
ACOT7,1572,0.3266
ACADVL,1594,0.3266
PMM2,1600,0.3263
NSFL1C,1583,0.3263
SH3RF1,1594,0.3262
KRT6A,1343,0.3262
FCHSD2,1597,0.326
PAG1,1597,0.326
SLC6A6,1596,0.3259
COG5,1600,0.3259
EZH1,1583,0.3258
FBXL7,1589,0.3258
KDM6A,1598,0.3256
TFPI2,1594,0.3255
CCDC124,1564,0.3255
PPIB,1594,0.3255
CUX1,1600,0.3255
FUT8,1595,0.3254
SSR2,1593,0.3253
RGS2,1582,0.3252
CCM2,1579,0.3251
RAB20,1566,0.325
SH2B3,1565,0.325
ANKRD13C,1597,0.3249
CREB3L2,1600,0.3248
CAV2,1587,0.3248
CADPS2,1598,0.3248
WWOX,1600,0.3246
GLI2,1574,0.3246
LEPROT,1580,0.3246
AMOTL2,1579,0.3246
ZZEF1,1598,0.3245
DIP2A,1595,0.3245
U2AF2,1590,0.3244
RUNDC1,1568,0.3244
ADAM19,1590,0.3244
RAB7A,1600,0.3244
SPTAN1,1600,0.3243
NAALADL2,1595,0.3242
ITGB8,1590,0.3241
NME2,1599,0.3241
TMEM59,1599,0.3241
TMEM30A,1594,0.3241
EPG5,1593,0.324
CMC1,1588,0.324
TSPYL2,1580,0.324
TMEM135,1598,0.324
RHPN2,1595,0.3239
BAHD1,1569,0.3239
HSPA9,1599,0.3238
RIOK2,1584,0.3238
PSMD3,1582,0.3238
S100A16,1572,0.3236
RASA3,1596,0.3235
SIMC1,1596,0.3235
TMF1,1600,0.3233
ARHGEF10L,1594,0.3232
RNF216,1600,0.3232
ABCA2,1546,0.3231
FIP1L1,1592,0.3231
PSMA1,1589,0.3231
HIRA,1600,0.323
PDE7A,1592,0.3229
YTHDF3,1593,0.3227
MTHFD1,1562,0.3226
MSL1,1591,0.3226
ZMYM6,1581,0.3224
HELZ,1600,0.3223
KNL1,1576,0.3223
PIP5K1C,1560,0.3222
PTPRG,1600,0.322
CD99,1597,0.3219
PTPRH,1582,0.3219
KRTAP2-3,787,0.3219
DST,1600,0.3219
IP6K2,1591,0.3216
TAMM41,1564,0.3216
WDR26,1600,0.3215
KIF13B,1596,0.3214
HMGCS1,1600,0.3212
FMN1,1600,0.3212
PPP1R12B,1600,0.3211
DYM,1600,0.3211
ARRB1,1575,0.3211
GNPTAB,1596,0.3209
CTTNBP2NL,1591,0.3208
DENR,1597,0.3208
ICE1,1596,0.3207
YLPM1,1599,0.3206
ITGB1,1600,0.3205
PPP2R2C,1578,0.3205
RUSC2,1585,0.3204
FAM111B,1528,0.3204
MYO10,1600,0.3203
NCOA6,1594,0.3202
POLI,1574,0.3202
PTPRB,1572,0.3202
NES,1528,0.3202
TBC1D14,1577,0.3201
RUBCN,1586,0.3201
SOX13,1574,0.32
IQCB1,1596,0.32
PBK,1558,0.32
TMEM184B,1585,0.3199
HSPG2,1600,0.3198
RALGDS,1592,0.3197
MANBA,1596,0.3196
UBE3D,1593,0.3196
MAP3K11,1578,0.3196
KIF4A,1568,0.3196
CCDC50,1593,0.3196
SLC39A11,1597,0.3195
ATRN,1600,0.3195
RPTOR,1597,0.3194
ADH5,1577,0.3193
STAT3,1600,0.3193
MCM9,1578,0.3193
FAT1,1600,0.3191
RAP1B,1599,0.3189
DNAJB6,1599,0.3189
OAS1,1581,0.3188
PLIN3,1590,0.3187
SBF1,1575,0.3187
EHBP1L1,1586,0.3186
INPP5A,1590,0.3185
PPP2R2A,1600,0.3185
GLG1,1600,0.3184
MAPK1IP1L,1598,0.3183
ACSS2,1580,0.3183
HMGCR,1584,0.318
RYR3,1525,0.3178
ACACA,1596,0.3177
MTCL1,1585,0.3177
FANCI,1592,0.3177
ITSN2,1600,0.3176
RELA,1594,0.3175
ARID1A,1594,0.3175
WDR6,1557,0.3174
AP2B1,1600,0.3174
CCT8,1596,0.3172
RNF168,1587,0.3171
SLC3A2,1594,0.3171
GLIPR1,1587,0.3171
NR2C2,1595,0.3169
RFFL,1600,0.3168
BTBD7,1600,0.3167
PRKRA,1586,0.3167
CDON,1573,0.3166
GTF2F1,1580,0.3165
BRCA2,1578,0.3164
RPN1,1597,0.3164
TRMT11,1595,0.3163
GPCPD1,1597,0.3163
ACTR2,1600,0.3163
PEA15,1596,0.3162
COL4A2,1575,0.3161
SLC1A5,1585,0.3161
CIC,1571,0.3161
CNN2,1583,0.3159
SNRPA,1570,0.3159
RAB18,1598,0.3158
CTNNA3,1574,0.3157
DDX23,1575,0.3157
ZWINT,1541,0.3156
SMIM14,1597,0.3156
KCNMB4,1568,0.3155
HMMR,1555,0.3155
PRSS3,1585,0.3153
PPM1B,1598,0.3152
UBAC2,1600,0.3151
TAB1,1557,0.3151
BLM,1552,0.3151
CDCA8,1555,0.315
SLCO5A1,1573,0.315
TTYH3,1577,0.3149
DHRSX,1597,0.3149
PLEKHA1,1598,0.3149
NAP1L1,1600,0.3149
GPAT3,1594,0.3149
IFI44L,1581,0.3149
EEPD1,1594,0.3147
AGO3,1600,0.3147
KLC2,1543,0.3146
NDC80,1555,0.3146
ARF4,1600,0.3145
IQSEC1,1590,0.3144
SPIDR,1600,0.3144
ZNF317,1566,0.3144
MSH3,1593,0.3144
COL6A1,1593,0.3142
PRR16,1586,0.3141
SERPINB9,1574,0.3141
SEMA4A,1545,0.314
PARD6B,1598,0.314
MED26,1597,0.314
SRSF10,1597,0.3138
RABGGTB,1576,0.3137
HNRNPD,1600,0.3136
CUL7,1571,0.3135
NQO1,1598,0.3135
ADCY9,1589,0.3135
SPECC1,1594,0.3135
SEC24A,1600,0.3133
RSL24D1,1593,0.3133
SYNC,1543,0.3133
CD46,1598,0.3133
ZNF699,1553,0.3132
MYO9B,1598,0.3132
CSDE1,1600,0.3131
LRRC8C,1596,0.313
MTMR3,1600,0.313
PMEPA1,1598,0.313
SFPQ,1599,0.313
NRBF2,1587,0.313
BRD8,1596,0.3128
PLEKHM3,1579,0.3128
IRAK1,1571,0.3127
CHMP4B,1596,0.3126
LRRC8D,1591,0.3126
OSGIN1,1535,0.3124
MBTD1,1598,0.3124
FRMD4A,1599,0.3124
RARS2,1594,0.3124
FAM117B,1598,0.3124
GOLM1,1592,0.3123
CRY2,1575,0.3122
RAB6A,1600,0.3121
NAMPT,1600,0.3121
GALNT2,1598,0.312
ELMO2,1563,0.312
GABARAPL1,1587,0.312
SPG11,1599,0.312
PPP3CC,1590,0.3119
IKZF2,1551,0.3118
ROBO1,1600,0.3118
CALR,1600,0.3117
TRAFD1,1574,0.3117
ALOX12-AS1,1572,0.3116
NANS,1570,0.3116
EPAS1,1600,0.3116
GNAI1,1571,0.3114
MCPH1-AS1,1570,0.3113
ZNRF2,1587,0.3113
ITM2B,1594,0.3112
ZNF710,1587,0.3112
DUT,1574,0.3112
ARL5B,1597,0.3112
TAF7,1587,0.3111
ANTXR1,1580,0.3111
WDR33,1598,0.3109
ZNF197,1551,0.3109
ANKUB1,1587,0.3109
JAZF1,1598,0.3109
UBQLN4,1558,0.3109
DNAJB9,1588,0.3108
DYNLT3,1582,0.3105
KSR1,1574,0.3105
DIAPH3,1599,0.3104
HIGD1A,1568,0.3104
FAM204A,1585,0.3104
MVB12B,1563,0.3104
CCT2,1588,0.3103
COPS6,1585,0.3103
AFMID,1585,0.31
SH3PXD2A,1599,0.3099
PPRC1,1575,0.3099
MTUS1,1585,0.3099
ID2,1580,0.3097
S100A10,1600,0.3096
WDR76,1554,0.3094
TTC9C,1555,0.3091
ARID3A,1597,0.3089
SRRT,1582,0.3089
SLC16A3,1598,0.3088
PSME4,1600,0.3088
INTS9,1588,0.3087
TUFM,1591,0.3087
CCDC57,1591,0.3086
KLF13,1590,0.3085
CYP1B1,1586,0.3085
GLMN,1587,0.3084
SSR3,1589,0.3084
ENAH,1600,0.3084
PLCXD1,1559,0.3083
PFKL,1587,0.3083
CDK17,1595,0.3082
FADS2,1575,0.3082
CCT7,1589,0.3081
TUBG1,1540,0.3079
TOP3A,1585,0.3079
DDX50,1598,0.3079
PSMD12,1593,0.3078
SMAD2,1600,0.3078
OXR1,1600,0.3078
TRIM56,1597,0.3077
HACE1,1584,0.3077
CBL,1599,0.3077
NSD3,1600,0.3077
DSTYK,1582,0.3076
HPS5,1586,0.3075
CCDC102B,1553,0.3075
EPCAM,1595,0.3075
PNN,1596,0.3075
AGPAT4,1592,0.3074
EIF4A1,1599,0.3074
ATP2A2,1598,0.3073
SIK3,1600,0.3073
TPD52,1600,0.3073
LIMK2,1589,0.3073
EXO1,1545,0.3073
PKD2,1583,0.3073
DNAL1,1562,0.3072
NUTF2,1563,0.307
ATP13A3,1600,0.307
SLC4A5,1562,0.307
SF3A1,1585,0.3069
ELL,1592,0.3069
GTSE1,1560,0.3067
CTPS1,1571,0.3067
MYLK,1568,0.3067
ZYX,1584,0.3067
UCN2,1071,0.3066
RCHY1,1576,0.3065
NDST1,1556,0.3065
EREG,1599,0.3064
RIC8B,1592,0.3064
SAMD5,1595,0.3063
TMEM107,1543,0.3062
AP2M1,1588,0.3061
PDGFB,1555,0.306
PPIF,1580,0.306
WDR7,1581,0.3059
ARHGEF18,1589,0.3059
MAGED2,1562,0.3058
TUBB6,1583,0.3057
STARD13,1591,0.3057
DNAJC5,1599,0.3057
MGRN1,1591,0.3055
SUPT16H,1599,0.3054
CROCC,1558,0.3053
CHRNA5,1537,0.3053
CDA,1578,0.3052
RBM19,1592,0.3051
TFRC,1597,0.3051
CDC14A,1589,0.305
RUNX2,1596,0.305
KIAA1549L,1595,0.3049
STX18,1599,0.3048
CCDC7,1580,0.3048
ASH1L,1600,0.3048
ZNF7,1561,0.3047
MAP1LC3B,1600,0.3046
WFDC10B,1537,0.3046
TOMM20,1599,0.3046
YWHAB,1600,0.3045
ATG5,1600,0.3045
SYNJ2,1599,0.3044
NPAT,1573,0.3043
NCAPG,1576,0.3042
ABHD10,1567,0.3041
TKT,1600,0.3041
TMEM117,1593,0.3041
FBXW4,1597,0.3038
CD68,1579,0.3037
E2F7,1581,0.3036
POGZ,1600,0.3035
ZDHHC17,1594,0.3035
MAP1S,1565,0.3035
ARHGEF2,1595,0.3034
CCDC138,1597,0.3034
PHGDH,1570,0.3033
INVS,1599,0.3033
VDAC2,1595,0.3031
PPA1,1594,0.3031
MCFD2,1597,0.303
PBX4,1581,0.3029
RAD9A,1588,0.3028
ANK3,1597,0.3027
GRAMD1B,1599,0.3026
SUMF1,1597,0.3025
GOT1,1589,0.3025
PTGS2,1596,0.3024
KLHL29,1599,0.3024
GPRC5D-AS1,1596,0.3024
MCEE,1582,0.3023
ORC6,1548,0.3023
GAB2,1593,0.3022
PRH1,1595,0.3022
PRIM2,1594,0.3022
CEACAM4,407,0.3022
PDZD2,1578,0.3021
TPX2,1592,0.3021
SMYD4,1573,0.3021
WASL,1600,0.3021
ZNF397,1574,0.3021
DTNB,1595,0.302
ZNF326,1597,0.302
IBTK,1600,0.302
NCOR2,1600,0.302
NARS2,1588,0.3019
MIPOL1,1600,0.3019
PON2,1600,0.3019
SNHG14,1597,0.3017
TRAPPC10,1596,0.3017
DENND1A,1600,0.3016
PDS5A,1600,0.3015
AAK1,1598,0.3014
MKI67,1594,0.3014
MME,1594,0.3014
SGMS2,1589,0.3013
BBX,1600,0.3013
TMX4,1589,0.3012
EIF3E,1600,0.3012
VCAN,1592,0.3011
MED4,1600,0.301
GJB4,732,0.301
PIK3C2B,1562,0.3009
SLC9A1,1591,0.3008
CDK6,1600,0.3008
SLC9A8,1597,0.3008
SOX2-OT,1580,0.3008
MTMR10,1579,0.3007
RGL1,1577,0.3006
RASSF8,1600,0.3006
TGFA,1591,0.3005
PTPN3,1584,0.3005
TXNL1,1596,0.3002
ACSL3,1599,0.3002
PFDN2,1598,0.3001
PTPRE,1588,0.3001
PPM1K,1568,0.3
SAMD8,1598,0.3
AFF4,1600,0.2999
CELSR3,1521,0.2999
ATG3,1579,0.2998
FRMD6,1596,0.2998
KMT2B,1578,0.2997
MPZL1,1596,0.2996
DSTN,1599,0.2996
KLHL5,1593,0.2996
TBC1D5,1600,0.2996
VCL,1600,0.2996
ZCCHC8,1598,0.2995
KRIT1,1599,0.2995
SCAF4,1598,0.2995
L1CAM,1550,0.2994
SLC10A7,1586,0.2992
LYN,1586,0.2992
GCNT1,1574,0.2989
FAM172A,1600,0.2988
MBTPS1,1585,0.2987
PHTF1,1581,0.2987
KLHL28,1599,0.2986
CEBPG,1589,0.2985
CELF1,1600,0.2985
NFXL1,1592,0.2985
PIGB,1569,0.2985
BRPF1,1557,0.2984
PROK1,26,0.2984
YPEL2,1567,0.2983
NUP210L,1528,0.2983
SMC5,1600,0.2983
KIF20B,1592,0.2982
UBA1,1595,0.2982
EXOSC8,1566,0.2981
SHPRH,1590,0.2981
PHF10,1584,0.298
MAX,1599,0.2979
PDLIM5,1600,0.2979
HDAC4,1595,0.2978
HNRNPUL2,1595,0.2978
ZNF827,1597,0.2978
VEGFC,1595,0.2977
THUMPD3-AS1,1596,0.2977
SPACA6,1553,0.2977
IPO4,1540,0.2976
AXL,1587,0.2975
ATF7,1598,0.2975
RHBDD1,1599,0.2974
MAPK8,1600,0.2974
PPP3R1,1600,0.2973
TRAF3,1599,0.2973
TPM2,1576,0.2972
GCLC,1600,0.2972
PBX2,1564,0.2971
SRRM2,1600,0.297
LILRA5,56,0.297
KHDRBS3,1594,0.297
LIMA1,1595,0.2968
CLINT1,1598,0.2967
CENPU,1554,0.2966
TMEM182,1576,0.2964
NR2F1-AS1,1589,0.2963
RBM47,1594,0.2961
NEK11,1586,0.2961
RUVBL1,1581,0.2961
VGF,1586,0.296
KIF20A,1539,0.2959
LATS2,1595,0.2959
PTPN11,1597,0.2959
NELFA,1579,0.2959
SERINC5,1600,0.2958
CASC3,1593,0.2958
MYC,1584,0.2957
SLCO4A1,1599,0.2956
KLHL8,1583,0.2955
TK1,1548,0.2955
LMBR1,1599,0.2954
ASXL2,1597,0.2954
MYBBP1A,1559,0.2954
RGS12,1591,0.2953
TCEA2,1566,0.2953
ZNF91,1576,0.2952
RNF8,1577,0.2952
FSTL1,1578,0.2951
FBXW7,1600,0.2951
SPDL1,1564,0.2951
FNBP1L,1600,0.2951
KIAA2026,1598,0.295
MED25,1573,0.2949
CCNY,1600,0.2949
WWTR1,1599,0.2949
SCAF11,1600,0.2948
NSF,1587,0.2948
EIF4E2,1587,0.2948
DDI2,1587,0.2947
NAB2,1549,0.2947
MAPRE2,1584,0.2946
LOXL2,1598,0.2946
CEACAM6,1572,0.2946
DPM1,1596,0.2945
ZNF484,1560,0.2945
GOPC,1584,0.2944
POLH,1582,0.2944
MLKL,1581,0.2944
GPR39,1588,0.2943
LMAN2,1597,0.2943
SYN3,1569,0.2942
CHKA,1594,0.2942
HES1,1595,0.2941
BMPR2,1600,0.2941
HK2,1600,0.2941
DOCK4,1600,0.2941
SYNPO,1548,0.2941
POLR3A,1587,0.294
HIBADH,1599,0.2939
GCNA,1564,0.2938
CLPTM1L,1571,0.2938
AHI1,1599,0.2937
HSF2,1558,0.2937
GABPB1,1592,0.2936
SLC22A23,1592,0.2936
CASD1,1592,0.2935
SAFB,1596,0.2934
TMEM164,1591,0.2934
TRAM2,1593,0.2934
TNFRSF21,1597,0.2934
CXCL1,1570,0.2933
SCFD2,1598,0.2932
HNRNPH3,1594,0.2932
NPSR1,1584,0.2932
NFATC3,1599,0.2931
MROH1,1596,0.293
CDCA2,1585,0.2929
MED27,1600,0.2929
TBC1D15,1600,0.2929
GOLGA4,1600,0.2928
KIAA1671,1599,0.2927
OSTC,1590,0.2926
FBXO32,1592,0.2926
CALD1,1597,0.2926
KDM5A,1599,0.2926
TERC,1442,0.2925
NET1,1595,0.2925
ELOVL5,1600,0.2923
VCX,109,0.2923
MAST4,1599,0.2921
FOSL2,1598,0.292
FANCB,1571,0.292
INPP4B,1590,0.292
EFCAB13,1589,0.2917
KIF23,1569,0.2917
